name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,profit,cluster
Payback,6,0,1999,7.1,133000,Brian Helgeland,Donald E. Westlake,Mel Gibson,53,90000000,161626121,Icon Entertainment International,100,71626121,0
"South Park: Bigger, Longer & Uncut",6,2,1999,7.7,195000,Trey Parker,Trey Parker,Trey Parker,53,21000000,83137603,Scott Rudin Productions,81,62137603,3
The Straight Story,1,3,1999,8.0,84000,David Lynch,John Roach,Richard Farnsworth,14,10000000,6416569,Asymmetrical Productions,112,-3583431,0
Idle Hands,6,4,1999,6.2,41000,Rodman Flender,Terri Hughes Burton,Devon Sawa,53,25000000,4152230,Columbia Pictures,92,-20847770,3
Bowfinger,5,4,1999,6.4,68000,Frank Oz,Steve Martin,Steve Martin,53,55000000,98625775,Universal Pictures,97,43625775,3
Detroit Rock City,6,4,1999,6.9,36000,Adam Rifkin,Carl V. Dupré,Edward Furlong,53,34000000,4217115,New Line Cinema,95,-29782885,3
The General's Daughter,6,5,1999,6.4,55000,Simon West,Nelson DeMille,John Travolta,53,95000000,149705852,Paramount Pictures,116,54705852,0
The Messenger: The Story of Joan of Arc,6,1,1999,6.4,65000,Luc Besson,Andrew Birkin,Milla Jovovich,14,85000000,66976317,Columbia Pictures,148,-18023683,0
Man on the Moon,6,3,1999,7.4,126000,Milos Forman,Scott Alexander,Jim Carrey,52,82000000,47434430,Universal Pictures,118,-34565570,0
Ratcatcher,3,6,1999,7.5,9200,Lynne Ramsay,Lynne Ramsay,Tommy Flanagan,52,30000,217244,Pathé Pictures International,94,187244,3
Ravenous,6,1,1999,7.0,38000,Antonia Bird,Ted Griffin,Guy Pearce,52,12000000,2062405,ETIC Films,101,-9937595,3
Entrapment,5,0,1999,6.3,110000,Jon Amiel,Ronald Bass,Sean Connery,53,66000000,212404396,Twentieth Century Fox,113,146404396,0
Mansfield Park,5,4,1999,7.1,23000,Patricia Rozema,Jane Austen,Frances O'Connor,52,40684322,4775847,Arts Council of England,112,-35908475,3
Stir of Echoes,6,9,1999,7.0,77000,David Koepp,Richard Matheson,Kevin Bacon,53,12000000,21142914,Artisan Entertainment,99,9142914,3
Ghost Dog: The Way of the Samurai,6,0,2000,7.5,86000,Jim Jarmusch,Jim Jarmusch,Forest Whitaker,14,39526506,9380473,Pandora Filmproduktion,116,-30146033,0
Teaching Mrs. Tingle,5,4,1999,5.3,20000,Kevin Williamson,Kevin Williamson,Helen Mirren,53,13000000,8951935,Miramax,96,-4048065,1
Bicentennial Man,4,4,1999,6.9,112000,Chris Columbus,Isaac Asimov,Robin Williams,53,100000000,87423861,1492 Pictures,132,-12576139,0
Runaway Bride,4,4,1999,5.6,95000,Garry Marshall,Josann McGibbon,Julia Roberts,53,70000000,309460292,Paramount Pictures,116,239460292,0
The Thirteenth Floor,6,12,1999,7.1,69000,Josef Rusnak,Daniel F. Galouye,Craig Bierko,53,16000000,18564088,Columbia Pictures,100,2564088,3
Inspector Gadget,4,0,1999,4.2,46000,David Kellogg,Andy Heyward,Matthew Broderick,53,90000000,134403112,Walt Disney Pictures,78,44403112,1
Arlington Road,6,0,1999,7.2,83000,Mark Pellington,Ehren Kruger,Jeff Bridges,53,31000000,41067311,Screen Gems,117,10067311,0
The Hurricane,6,3,2000,7.6,93000,Norman Jewison,Rubin 'Hurricane' Carter,Denzel Washington,53,50000000,73956241,Azoff Entertainment,146,23956241,0
All About My Mother,6,6,2000,7.9,91000,Pedro Almodóvar,Pedro Almodóvar,Cecilia Roth,45,39526506,67952969,El Deseo,101,28426463,3
Drive Me Crazy,5,4,1999,5.8,19000,John Schultz,Todd Strasser,Melissa Joan Hart,53,8500000,22593409,Twentieth Century Fox,91,14093409,1
Blue Streak,5,0,1999,6.3,77000,Les Mayfield,Michael Berry,Martin Lawrence,15,65000000,117758500,Columbia Pictures,93,52758500,0
The Limey,6,5,1999,7.0,31000,Steven Soderbergh,Lem Dobbs,Terence Stamp,53,10000000,3325736,Artisan Entertainment,89,-6674264,3
Message in a Bottle,5,6,1999,6.2,37000,Luis Mandoki,Nicholas Sparks,Kevin Costner,53,80000000,118880016,Warner Bros.,126,38880016,0
Stigmata,6,9,1999,6.2,66000,Rupert Wainwright,Tom Lazarus,Patricia Arquette,53,29000000,89446268,Metro-Goldwyn-Mayer (MGM),103,60446268,3
A Midsummer Night's Dream,5,4,1999,6.4,25000,Michael Hoffman,William Shakespeare,Kevin Kline,52,11000000,16071990,Fox Searchlight Pictures,116,5071990,3
The Other Sister,5,4,1999,6.5,12000,Garry Marshall,Alexandra Rose,Juliette Lewis,53,35000000,27807627,Mandeville Films,129,-7192373,3
Analyze This,6,4,1999,6.7,148000,Harold Ramis,Kenneth Lonergan,Robert De Niro,53,80000000,176885658,Village Roadshow Pictures,103,96885658,0
Human Traffic,6,4,2000,7.1,24000,Justin Kerrigan,Justin Kerrigan,John Simm,52,39526506,104257,Irish Screen,99,-39422249,3
Brokedown Palace,5,6,1999,6.5,22000,Jonathan Kaplan,Adam Fields,Claire Danes,53,25000000,10115013,Fox 2000 Pictures,100,-14884987,3
Virus,6,0,1999,5.0,27000,John Bruno,Chuck Pfarrer,Jamie Lee Curtis,53,75000000,30657854,Mutual Film Company,99,-44342146,1
Superstar,5,4,1999,5.1,18000,Bruce McCulloch,Molly Shannon,Molly Shannon,53,34000000,30636478,Broadway Pictures,81,-3363522,1
The Best Man,6,4,1999,6.8,9700,Malcolm D. Lee,Malcolm D. Lee,Taye Diggs,53,9000000,34573780,40 Acres & A Mule Filmworks,120,25573780,3
Dick,5,4,1999,6.2,19000,Andrew Fleming,Andrew Fleming,Kirsten Dunst,53,13000000,6262878,Canal+ Droits Audiovisuels,94,-6737122,3
The War Zone,6,6,1999,7.3,9800,Tim Roth,Alexander Stuart,Ray Winstone,25,40684322,254441,Channel Four Films,98,-40429881,3
True Crime,6,5,1999,6.6,33000,Clint Eastwood,Andrew Klavan,Clint Eastwood,53,55000000,16649768,Warner Bros.,127,-38350232,3
Titus,6,6,2000,7.1,20000,Julie Taymor,William Shakespeare,Anthony Hopkins,52,39526506,2259680,Clear Blue Sky Productions,162,-37266826,0
Forces of Nature,5,4,1999,5.4,33000,Bronwen Hughes,Marc Lawrence,Sandra Bullock,53,75000000,93900680,Dreamworks Pictures,105,18900680,1
Better Than Chocolate,6,4,1999,6.1,8000,Anne Wheeler,Peggy Thompson,Wendy Crewson,6,40684322,2015406,British Columbia Film,101,-38668916,3
Body Shots,6,6,2000,4.9,5300,Michael Cristofer,David McKenna,Joe Basile,53,39526506,752122,New Line Cinema,106,-38774384,3
Angela's Ashes,6,3,2000,7.3,21000,Alan Parker,Frank McCourt,Emily Watson,53,50000000,13042112,David Brown Productions,145,-36957888,0
Universal Soldier: the Return,6,0,1999,4.2,28000,Mic Rodgers,Richard Rothstein,Jean-Claude Van Damme,53,45000000,10667893,TriStar Pictures,83,-34332107,1
Anna and the King,5,6,1999,6.7,36000,Andy Tennant,Anna Leonowens,Jodie Foster,53,92000000,113996937,Fox 2000 Pictures,148,21996937,0
The End of the Affair,6,6,2000,7.1,22000,Neil Jordan,Graham Greene,Ralph Fiennes,52,23000000,10827816,Columbia Pictures,102,-12172184,3
"Mystery, Alaska",6,4,1999,6.7,26000,Jay Roach,David E. Kelley,Russell Crowe,6,28000000,8891623,Baldwin/Cohen Productions,119,-19108377,0
Baby Geniuses,4,4,1999,2.7,26000,Bob Clark,Steven Paul,Kathleen Turner,53,12000000,36450736,Crystal Sky Worldwide,97,24450736,1
My Favorite Martian,4,4,1999,5.1,13000,Donald Petrie,John L. Greene,Christopher Lloyd,53,65000000,36850101,Walt Disney Pictures,94,-28149899,1
Anywhere But Here,5,4,1999,6.2,17000,Wayne Wang,Mona Simpson,Susan Sarandon,53,23000000,23631929,Fox 2000 Pictures,114,631929,3
Ride with the Devil,6,6,1999,6.7,13000,Ang Lee,Daniel Woodrell,Tobey Maguire,53,38000000,635096,Universal Pictures,138,-37364904,3
200 Cigarettes,6,4,1999,6.0,15000,Risa Bramon Garcia,Shana Larsen,Ben Affleck,53,6000000,6852450,Dogstar Films,101,852450,3
Edtv,5,4,1999,6.1,42000,Ron Howard,Émile Gaudreault,Matthew McConaughey,53,80000000,35242897,Imagine Entertainment,122,-44757103,0
Sunshine,6,6,2000,7.5,13000,István Szabó,István Szabó,Ralph Fiennes,15,39526506,7918035,Alliance Atlantis Communications,181,-31608471,0
Random Hearts,6,6,1999,5.2,20000,Sydney Pollack,Warren Adler,Harrison Ford,53,64000000,74608570,Columbia Pictures,133,10608570,3
Mickey Blue Eyes,5,4,1999,5.9,36000,Kelly Makin,Adam Scheinman,Hugh Grant,52,75000000,54264342,Castle Rock Entertainment,102,-20735658,1
Asterix and Obelix vs. Caesar,3,1,2000,6.0,40000,Claude Zidi,René Goscinny,Christian Clavier,14,39526506,1632567,AMLF,109,-37893939,1
Fantasia 2000,1,2,2000,7.2,36000,Directors,Eric Goldberg,James Levine,53,80000000,90874570,Walt Disney Pictures,75,10874570,1
The Rage: Carrie 2,6,9,1999,4.7,16000,Katt Shea,Stephen King,Emily Bergl,53,21000000,17762705,United Artists,104,-3237295,3
The Astronaut's Wife,6,6,1999,5.4,54000,Rand Ravich,Rand Ravich,Charlize Theron,53,75000000,19598588,New Line Cinema,109,-55401412,3
Muppets from Space,1,1,1999,6.3,18000,Tim Hill,Jerry Juhl,Dave Goelz,53,24000000,22323612,Jim Henson Pictures,87,-1676388,1
The Wind Will Carry Us,3,6,1999,7.5,9600,Abbas Kiarostami,Mahmoud Aiden,Behzad Dorani,22,40684322,259510,MK2 Productions,118,-40424812,0
Eye of the Beholder,6,6,2000,5.0,15000,Stephan Elliott,Marc Behm,Ewan McGregor,6,35000000,17589705,Ambridge Film Partnership,109,-17410295,3
The Wood,6,4,1999,7.0,8700,Rick Famuyiwa,Rick Famuyiwa,Elayn J. Taylor,53,6000000,25059640,Bona Fide Productions,106,19059640,3
Flawless,6,4,1999,6.5,18000,Joel Schumacher,Joel Schumacher,Robert De Niro,53,15000000,4488529,Tribeca Productions,112,-10511471,3
Love Stinks,6,4,1999,5.8,5000,Jeff Franklin,Jeff Franklin,French Stewart,53,4000000,2924635,Baumgarten-Prophet Entertainment,94,-1075365,3
Pushing Tin,6,4,1999,6.0,29000,Mike Newell,Darcy Frey,John Cusack,53,33000000,8408835,3 Miles Apart Productions Ltd.,124,-24591165,3
The Adventures of Elmo in Grouchland,1,1,1999,5.8,3100,Gary Halvorson,Mitchell Kriegman,Kevin Clash,53,26000000,11683047,Jim Henson Pictures,73,-14316953,1
In Dreams,6,6,1999,5.5,13000,Neil Jordan,Bari Wood,Annette Bening,53,30000000,12017369,Amblin Entertainment,100,-17982631,3
Topsy-Turvy,6,3,2000,7.4,12000,Mike Leigh,Mike Leigh,Jim Broadbent,52,39526506,6208548,Goldwyn Films,160,-33317958,0
Instinct,6,6,1999,6.6,32000,Jon Turteltaub,Gerald Di Pego,Anthony Hopkins,53,80000000,34105207,Spyglass Entertainment,126,-45894793,3
Dudley Do-Right,4,4,1999,3.9,10000,Hugh Wilson,Jay Ward,Brendan Fraser,53,70000000,9974410,Universal Pictures,77,-60025590,1
The Deep End of the Ocean,5,6,1999,6.4,13000,Ulu Grosbard,Jacquelyn Mitchard,Michelle Pfeiffer,53,38000000,28121100,Columbia Pictures,106,-9878900,3
Outside Providence,6,4,1999,6.4,8600,Michael Corrente,Peter Farrelly,Shawn Hatosy,53,7000000,7302522,Miramax,96,302522,3
Kikujiro,5,6,2000,7.8,19000,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,27,39526506,461259,Bandai Visual Company,122,-39065247,0
Simply Irresistible,5,4,1999,5.3,13000,Mark Tarlov,Judith Roberts,Sarah Michelle Gellar,15,6000000,4398989,New Regency Productions,96,-1601011,1
Godzilla 2000: Millennium,4,0,2000,6.1,7900,Takao Okawara,Hiroshi Kashiwabara,Takehiro Murata,27,13000000,12924063,Toho Pictures,99,-75937,1
The Story of Us,6,4,1999,6.0,22000,Rob Reiner,Alan Zweibel,Bruce Willis,53,50000000,58900031,Castle Rock Entertainment,95,8900031,3
East Is East,6,4,2000,6.9,17000,Damien O'Donnell,Ayub Khan-Din,Om Puri,52,39526506,4177818,FilmFour,96,-35348688,3
Pokémon the Movie 2000,1,2,2000,6.1,21000,Michael Haigney,Satoshi Tajiri,Veronica Taylor,27,30000000,133949270,4 Kids Entertainment,99,103949270,1
Sweet and Lowdown,5,4,2000,7.2,33000,Woody Allen,Woody Allen,Sean Penn,53,29750000,4525794,Sweetland Films,95,-25224206,3
Bats,5,9,1999,3.9,9900,Louis Morneau,John Logan,Lou Diamond Phillips,53,5250000,10155690,Destination Films,91,4905690,3
At First Sight,5,6,1999,6.0,13000,Irwin Winkler,Oliver Sacks,Val Kilmer,53,60000000,22365133,Metro-Goldwyn-Mayer (MGM),128,-37634867,3
An Ideal Husband,5,4,1999,6.8,15000,Oliver Parker,Oscar Wilde,Rupert Everett,52,14000000,18542974,Arts Council of England,97,4542974,3
Coming Soon,6,4,1999,4.4,1600,Colette Burson,Colette Burson,Bonnie Root,53,40684322,5453,Bandeira Entertainment,96,-40678869,1
Tea with Mussolini,4,4,1999,6.9,12000,Franco Zeffirelli,John Mortimer,Maggie Smith,25,12000000,14401563,Medusa Film,117,2401563,0
Gloria,6,5,1999,5.2,5500,Sidney Lumet,John Cassavetes,Sharon Stone,53,30000000,4197729,Columbia Pictures,108,-25802271,3
Cookie's Fortune,5,4,1999,6.9,13000,Robert Altman,Anne Rapp,Glenn Close,53,10000000,10920544,Elysian Dreams,118,920544,3
Julien Donkey-Boy,6,4,2000,6.8,6900,Harmony Korine,Harmony Korine,Ewen Bremner,53,39526506,92442,391 Productions,94,-39434064,3
Three to Tango,5,4,1999,6.1,19000,Damon Santostefano,Rodney Patrick Vaccaro,Neve Campbell,2,20000000,10570375,Warner Bros.,98,-9429625,3
Onegin,6,6,1999,6.8,7600,Martha Fiennes,Peter Ettedgui,Ralph Fiennes,52,14000000,206128,7 Arts International,106,-13793872,3
Jin-Roh: The Wolf Brigade,6,2,1999,7.4,16000,Hiroyuki Okiura,Mamoru Oshii,Michael Dobson,27,40684322,94591,Bandai Visual Company,102,-40589731,0
Mumford,6,4,1999,6.8,8900,Lawrence Kasdan,Lawrence Kasdan,Loren Dean,53,28000000,4555459,Touchstone Pictures,112,-23444541,3
Wing Commander,5,0,1999,4.3,16000,Chris Roberts,Chris Roberts,Freddie Prinze Jr.,53,30000000,11578059,Centurion,100,-18421941,1
The Corruptor,6,0,1999,6.1,18000,James Foley,Robert Pucci,Chow Yun-Fat,53,25000000,24493601,New Line Cinema,110,-506399,1
Snow Falling on Cedars,5,6,2000,6.8,14000,Scott Hicks,David Guterson,Ethan Hawke,53,35000000,23049593,Universal Pictures,127,-11950407,3
Music of the Heart,4,6,1999,6.8,12000,Wes Craven,Pamela Gray,Meryl Streep,53,27000000,14936407,Craven-Maddalena Films,124,-12063593,3
The Love Letter,5,4,1999,5.5,4200,Peter Ho-Sun Chan,Cathleen Schine,Kate Capshaw,53,20000000,9177355,Dreamworks Pictures,88,-10822645,1
The Bachelor,5,4,1999,5.1,17000,Gary Sinyor,Roi Cooper Megrue,Chris O'Donnell,53,51000000,36911617,New Line Cinema,101,-14088383,1
In Too Deep,6,5,1999,6.3,6000,Michael Rymer,Michael Henry Brown,Omar Epps,53,7000000,14011454,Dimension Films,95,7011454,3
Black & White,6,5,2000,4.9,5600,James Toback,James Toback,Ben Stiller,53,12000000,5541431,Bigel / Mailer Films,98,-6458569,3
Crazy in Alabama,5,4,1999,6.2,6700,Antonio Banderas,Mark Childress,Melanie Griffith,15,15000000,2005840,Columbia Pictures,111,-12994160,3
Lost & Found,5,4,1999,5.1,6200,Jeff Pollack,J.B. Cook,David Spade,53,30000000,6552255,Alcon Entertainment,100,-23447745,1
The Piano Player,3,13,1999,7.8,7400,Rolf Schübel,Ruth Toma,Joachim Król,15,40684322,646532,Studio Hamburg Filmproduktion,112,-40037790,3
The Mod Squad,6,0,1999,4.3,8800,Scott Silver,Buddy Ruskin,Claire Danes,53,50000000,13263993,Metro-Goldwyn-Mayer (MGM),92,-36736007,1
Best Laid Plans,6,5,1999,6.1,7400,Mike Barker,Ted Griffin,Alessandro Nivola,53,7000000,27816,Dogstar Films,92,-6972184,3
Play It to the Bone,6,4,2000,5.5,12000,Ron Shelton,Ron Shelton,Woody Harrelson,53,24000000,8678812,Play It Inc.,124,-15321188,3
Jakob the Liar,5,6,1999,6.5,15000,Peter Kassovitz,Jurek Becker,Robin Williams,53,45000000,4956401,Columbia Pictures,120,-40043599,3
Cradle Will Rock,6,6,2000,6.8,8900,Tim Robbins,Tim Robbins,Hank Azaria,53,36000000,2986932,Cradle Productions Inc.,132,-33013068,3
Plunkett & Macleane,6,0,1999,6.4,9700,Jake Scott,Selwyn Roberts,Robert Carlyle,52,40684322,474900,Arts Council of England,99,-40209422,1
Breakfast of Champions,6,4,1999,4.6,7600,Alan Rudolph,Kurt Vonnegut Jr.,Bruce Willis,53,12000000,178278,Flying Heart Films,110,-11821722,1
The Winslow Boy,1,6,1999,7.3,7500,David Mamet,Terence Rattigan,Rebecca Pidgeon,52,40684322,3957934,Winslow Partners Ltd.,104,-36726388,1
Liberty Heights,6,4,1999,7.0,6500,Barry Levinson,Barry Levinson,Adrien Brody,53,40684322,3736868,Baltimore Pictures,127,-36947454,3
The Color of Paradise,4,6,2000,8.2,16000,Majid Majidi,Majid Majidi,Hossein Mahjoub,22,39526506,2777552,Varahonar Company,90,-36748954,3
Rosetta,6,6,1999,7.5,13000,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Émilie Dequenne,14,40684322,293092,ARP Sélection,95,-40391230,3
Trick,6,4,1999,7.2,8400,Jim Fall,Jason Schafer,Christian Campbell,53,450000,2087228,Good Machine,89,1637228,3
A Room for Romeo Brass,6,4,2000,7.6,5500,Shane Meadows,Robyn Slovo,Martin Arrowsmith,52,39526506,19478,Alliance Atlantis Communications,90,-39507028,3
An Affair of Love,6,6,1999,7.1,5300,Frédéric Fonteyne,Philippe Blasband,Nathalie Baye,14,40684322,401299,Artémis Productions,80,-40283023,3
The Loss of Sexual Innocence,6,6,2000,5.4,3100,Mike Figgis,Mike Figgis,Julian Sands,52,4000000,164022,Newmarket Capital Group,106,-3835978,3
Aimee & Jaguar,3,3,1999,7.2,6200,Max Färberböck,Max Färberböck,Maria Schrader,15,40684322,927107,Senator Film Produktion,125,-39757215,0
The Out-of-Towners,5,4,1999,5.5,13000,Sam Weisman,Neil Simon,Steve Martin,53,75000000,28544120,Cherry Alley Productions,90,-46455880,1
A Map of the World,6,6,2000,6.6,4100,Scott Elliott,Jane Hamilton,Sigourney Weaver,53,39526506,570708,Cinerenta Medienbeteiligungs KG,125,-38955798,3
The Minus Man,6,5,1999,6.1,6400,Hampton Fancher,Lew McCreary,Owen Wilson,53,40684322,370668,Shooting Gallery,111,-40313654,3
8 ½ Women,6,4,1999,5.8,3900,Peter Greenaway,Peter Greenaway,John Standing,52,40684322,437568,Woodline Productions,118,-40246754,3
The King and I,1,2,1999,4.5,3700,Richard Rich,Oscar Hammerstein II,Miranda Richardson,53,25000000,11993021,Morgan Creek Entertainment,87,-13006979,1
Jesus' Son,6,6,2000,6.9,6900,Alison Maclean,Denis Johnson,Billy Crudup,6,2500000,1302067,Evenstar Films,107,-1197933,3
"Happy, Texas",5,4,1999,6.3,9600,Mark Illsley,Ed Stone,Jeremy Northam,53,2500000,1955933,Marked Entertainment,98,-544067,3
Joe the King,6,5,1999,6.7,2600,Frank Whaley,Frank Whaley,Noah Fleiss,53,40684322,60279,49th Parallel Productions,93,-40624043,3
Almost Famous,6,1,2000,7.9,260000,Cameron Crowe,Cameron Crowe,Billy Crudup,53,60000000,47386287,Columbia Pictures,122,-12613713,0
American Psycho,6,4,2000,7.6,514000,Mary Harron,Bret Easton Ellis,Christian Bale,53,7000000,34266564,Am Psycho Productions,101,27266564,0
Gladiator,6,0,2000,8.5,1400000,Ridley Scott,David Franzoni,Russell Crowe,53,103000000,465380802,Dreamworks Pictures,155,362380802,2
Snatch,6,4,2001,8.3,800000,Guy Ritchie,Guy Ritchie,Jason Statham,52,39125000,83557872,Columbia Pictures,102,44432872,0
Requiem for a Dream,10,6,2000,8.3,786000,Darren Aronofsky,Hubert Selby Jr.,Ellen Burstyn,53,4500000,7390108,Artisan Entertainment,102,2890108,3
Memento,6,12,2001,8.4,1200000,Christopher Nolan,Christopher Nolan,Guy Pearce,53,9000000,40047078,Newmarket Capital Group,113,31047078,0
Malena,6,4,2001,7.5,94000,Giuseppe Tornatore,Giuseppe Tornatore,Monica Bellucci,25,39125000,14493284,Medusa Film,108,-24631716,0
Cast Away,5,1,2000,7.8,542000,Robert Zemeckis,William Broyles Jr.,Tom Hanks,53,90000000,429632142,Twentieth Century Fox,143,339632142,2
Scary Movie,6,4,2000,6.2,238000,Keenen Ivory Wayans,Shawn Wayans,Anna Faris,53,19000000,278019771,Dimension Films,88,259019771,3
The Perfect Storm,5,0,2000,6.4,160000,Wolfgang Petersen,Sebastian Junger,George Clooney,53,140000000,328718434,Warner Bros.,130,188718434,0
Coyote Ugly,5,4,2000,5.7,108000,David McNally,Gina Wendkos,Piper Perabo,53,45000000,113916474,Touchstone Pictures,100,68916474,1
X-Men,5,0,2000,7.4,582000,Bryan Singer,Tom DeSanto,Patrick Stewart,53,75000000,296339528,Twentieth Century Fox,104,221339528,0
Space Cowboys,5,0,2000,6.4,75000,Clint Eastwood,Ken Kaufman,Clint Eastwood,53,65000000,128884132,Clipsal Films,130,63884132,0
The Patriot,6,0,2000,7.2,260000,Roland Emmerich,Robert Rodat,Mel Gibson,53,110000000,215294342,Columbia Pictures,165,105294342,0
Erin Brockovich,6,3,2000,7.4,182000,Steven Soderbergh,Susannah Grant,Julia Roberts,53,52000000,256271286,Universal Pictures,131,204271286,0
Unbreakable,5,6,2000,7.3,396000,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis,53,75000000,248118121,Touchstone Pictures,106,173118121,0
Charlie's Angels,5,0,2000,5.6,179000,McG,Ryan Rowe,Cameron Diaz,53,93000000,264105545,Columbia Pictures,98,171105545,0
Road Trip,6,4,2000,6.4,161000,Todd Phillips,Todd Phillips,Breckin Meyer,53,16000000,119754278,Dreamworks Pictures,93,103754278,3
The Beach,6,1,2000,6.7,228000,Danny Boyle,John Hodge,Leonardo DiCaprio,53,50000000,144056873,Figment Films,119,94056873,0
Bring It on,5,4,2000,6.0,90000,Peyton Reed,Jessica Bendinger,Kirsten Dunst,53,11000000,90449929,Beacon Communications,98,79449929,1
Remember the Titans,4,3,2000,7.8,202000,Boaz Yakin,Gregory Allen Howard,Denzel Washington,53,30000000,136771683,Jerry Bruckheimer Films,113,106771683,0
Mission: Impossible II,5,0,2000,6.1,322000,John Woo,Bruce Geller,Tom Cruise,53,125000000,546388108,Paramount Pictures,123,421388108,2
"O Brother, Where Art Thou?",5,1,2001,7.7,295000,Joel Coen,Homer,George Clooney,52,26000000,71870729,Touchstone Pictures,107,45870729,0
The 6th Day,5,0,2000,5.9,118000,Roger Spottiswoode,Cormac Wibberley,Arnold Schwarzenegger,53,82000000,96085477,Phoenix Pictures,123,14085477,0
Chicken Run,1,2,2000,7.0,181000,Peter Lord,Peter Lord,Mel Gibson,53,45000000,224834564,Aardman Animations,84,179834564,1
The Cell,6,5,2000,6.4,97000,Tarsem Singh,Mark Protosevich,Jennifer Lopez,53,33000000,104155843,New Line Cinema,107,71155843,3
Final Destination,6,9,2000,6.7,236000,James Wong,Glen Morgan,Devon Sawa,53,23000000,112880294,New Line Cinema,98,89880294,3
Traffic,6,5,2001,7.6,199000,Steven Soderbergh,Simon Moore,Michael Douglas,53,48000000,207515725,Compulsion Inc.,147,159515725,0
